id,sex,teeth,months
2dh5,male,51 61,6.8
2e2e,male,51 61,10.7
2g2g,male,51 61,8.8
2l2p,male,51 61,7.7
2n94,male,51 61,7.4
2qdv,male,51 61,8.1
2qto,male,51 61,11.9
2s3r,male,51 61,7.8
2svk,male,51 61,10.6
2ti2,male,51 61,12.7
2u5n,male,51 61,6.4
2w9l,male,51 61,3
2x8q,male,51 61,10.1
2yry,male,51 61,10.9
2zl5,male,51 61,13.1
30ub,male,51 61,9.1
31s4,male,51 61,7.6
3327,male,51 61,13.3
36zy,male,51 61,8
38d3,male,51 61,8.9
38mg,male,51 61,5.3
3cu3,male,51 61,6
3eus,male,51 61,8.8
3fz6,male,51 61,11.4
3gky,male,51 61,10
3igj,male,51 61,10.7
3jgn,male,51 61,10.5
3lu7,male,51 61,8.8
3nnk,male,51 61,6.8
3pyf,male,51 61,9.2
3qvq,male,51 61,7.2
3tm9,male,51 61,6.4
3upb,male,51 61,12.7
3xcw,male,51 61,11
3zaa,male,51 61,9.3
408c,male,51 61,9.9
40at,male,51 61,8.2
41wz,male,51 61,10.9
42ut,male,51 61,12
4412,male,51 61,6.6
44ev,male,51 61,6.4
45eh,male,51 61,7
469z,male,51 61,7.1
48uy,male,51 61,9.6
4a99,male,51 61,12.7
4c8o,male,51 61,8.7
4fjt,male,51 61,9.3
4gp6,male,51 61,9.5
4hl0,male,51 61,11.6
4idu,male,51 61,7.9
4jbb,male,51 61,9.2
4kau,male,51 61,9.3
4kmy,male,51 61,5.9
4lq0,male,51 61,9.2
4m5q,male,51 61,6.8
4muk,male,51 61,9.5
4rn1,male,51 61,9.4
4sn7,male,51 61,8.6
4t31,male,51 61,8.1
4uxl,male,51 61,12.4
4x5v,male,51 61,12.5
4xsk,male,51 61,7.2
50cn,male,51 61,9.6
51hi,male,51 61,9.9
52s7,male,51 61,7
52zu,male,51 61,5
54qe,male,51 61,3.6
55in,male,51 61,10.2
57o9,male,51 61,5.7
58dn,male,51 61,12.8
59b2,male,51 61,6.3
5adn,male,51 61,8.4
5aoy,male,51 61,4.5
5c40,male,51 61,7.2
5crp,male,51 61,9.7
5dfj,male,51 61,7.9
5dso,male,51 61,9.8
5j8k,male,51 61,8.6
5k2v,male,51 61,7.2
5la9,male,51 61,9.8
5lpj,male,51 61,11.7
5q32,male,51 61,13
5r6a,male,51 61,7.5
5rnu,male,51 61,7
5swi,male,51 61,2.2
5vsn,male,51 61,9
5we1,male,51 61,9.5
5xn4,male,51 61,6.8
5ypy,male,51 61,8.3
61e1,male,51 61,11.4
627y,male,51 61,9.3
63t7,male,51 61,9.8
64qd,male,51 61,7.8
65gz,male,51 61,8.6
66sf,male,51 61,12.6
67qu,male,51 61,6.8
69vk,male,51 61,5.2
6aud,male,51 61,14.5
6cur,male,51 61,10.4
6dn4,male,51 61,6.8
6eqx,male,51 61,3.4
6h5v,male,51 61,9.3
6m31,male,51 61,8.4
6mu7,male,51 61,7.9
6phu,male,51 61,8.1
6szr,male,51 61,12.5
6tq5,male,51 61,5.4
6w2r,male,51 61,9.9
6yf0,male,51 61,13.3
6z53,male,51 61,9.1
6zrl,male,51 61,13.6
7106,male,51 61,10.7
728p,male,51 61,3.7
72xv,male,51 61,8
74j9,male,51 61,12.3
756u,male,51 61,4.8
76hs,male,51 61,8.9
787r,male,51 61,13.8
794q,male,51 61,9.8
7a1g,male,51 61,6.8
7d63,male,51 61,10
7e60,male,51 61,6.9
7fmv,male,51 61,5.7
7gjp,male,51 61,6.8
7hf8,male,51 61,11.2
7mb4,male,51 61,11.2
7ols,male,51 61,13.5
7qrd,male,51 61,4.2
7rmi,male,51 61,7.3
7skl,male,51 61,7.1
7ubc,male,51 61,10.4
7uwg,male,51 61,8.8
7vtc,male,51 61,9.8
7wo7,male,51 61,10.3
7x9g,male,51 61,8.3
7y7t,male,51 61,10.3
7yxs,male,51 61,10.9
80gp,male,51 61,11.8
814b,male,51 61,12.4
831a,male,51 61,8.3
84ar,male,51 61,5.7
84p6,male,51 61,10.2
8583,male,51 61,9.4
866l,male,51 61,11.4
88su,male,51 61,8.3
8b99,male,51 61,9.4
8blw,male,51 61,8.3
8cqw,male,51 61,5.2
8ddx,male,51 61,5.4
8fzv,male,51 61,11.4
8gh1,male,51 61,10.1
8ihx,male,51 61,9.4
8kdh,male,51 61,9.8
8luc,male,51 61,5.8
8mah,male,51 61,9.4
8of5,male,51 61,8.8
8pcu,male,51 61,7.3
8qg4,male,51 61,9.3
8s25,male,51 61,10.7
8spb,male,51 61,9.8
8tmn,male,51 61,6.1
8u77,male,51 61,5.8
8w2k,male,51 61,9.1
8wfs,male,51 61,12.6
8xe5,male,51 61,6.9
8zhe,male,51 61,6.4
904k,male,51 61,8.4
933g,male,51 61,11.3
94g5,male,51 61,9.6
9bgu,male,51 61,12.1
9cc4,male,51 61,10.2
9cif,male,51 61,13.1
9e8w,male,51 61,8.2
9f6b,male,51 61,9.4
9fpc,male,51 61,9.8
9h6r,male,51 61,11.6
9i2z,male,51 61,10.4
9iy3,male,51 61,6.3
9ju8,male,51 61,8.4
9kuf,male,51 61,7.7
9l2q,male,51 61,10.4
9lsl,male,51 61,9.8
9n4c,male,51 61,14.1
9pia,male,51 61,10.5
9qlh,male,51 61,8.8
9s01,male,51 61,8.9
9spy,male,51 61,6.8
9u4n,male,51 61,8.9
9uae,male,51 61,9.6
9vsz,male,51 61,8.9
9x6b,male,51 61,6.5
9yu2,male,51 61,5.6
a0b9,male,51 61,12.6
a576,male,51 61,11.1
a5wl,male,51 61,11.4
a7qo,male,51 61,10.6
a98h,male,51 61,4.3
aamp,male,51 61,7.4
abb1,male,51 61,8.9
ac6a,male,51 61,10
afl3,male,51 61,9.7
agfd,male,51 61,8.4
agz8,male,51 61,11.5
aiq9,male,51 61,9.4
aix6,male,51 61,6.9
ak8n,male,51 61,12.8
akoe,male,51 61,10.8
albi,male,51 61,14.7
aly2,male,51 61,7.9
ao8d,male,51 61,5.9
aoxi,male,51 61,8
ar2u,male,51 61,8.7
attf,male,51 61,10
avgh,male,51 61,11
aw6u,male,51 61,9.6
axd0,male,51 61,8.8
aytp,male,51 61,7
az47,male,51 61,7.7
b0vv,male,51 61,11.8
b1xe,male,51 61,6.6
b4t9,male,51 61,10.3
b66p,male,51 61,9.4
b7hb,male,51 61,8.4
bb3m,male,51 61,8.4
bbj2,male,51 61,13.2
bcup,male,51 61,13.6
bgc0,male,51 61,14.2
bh19,male,51 61,11.9
bhvf,male,51 61,8.1
biuj,male,51 61,7.6
bk12,male,51 61,6.9
bl7p,male,51 61,5.2
bmzu,male,51 61,9.2
boz7,male,51 61,7.7
bqbg,male,51 61,4
brko,male,51 61,10.7
btwb,male,51 61,11.4
buxf,male,51 61,9.3
by8i,male,51 61,5.9
byxr,male,51 61,11
bzqy,male,51 61,6
c0h5,male,51 61,8.6
c1hj,male,51 61,7.2
c27j,male,51 61,10.2
c7ib,male,51 61,11.4
c8rb,male,51 61,9.7
cbj5,male,51 61,11.9
cbxy,male,51 61,7.2
cckf,male,51 61,10.1
cee8,male,51 61,9.2
cetr,male,51 61,8.5
cho1,male,51 61,5.9
ckiz,male,51 61,8.7
cl2w,male,51 61,8.4
cme9,male,51 61,7.9
co3c,male,51 61,11.9
crbs,male,51 61,8.7
cskg,male,51 61,5
cv9o,male,51 61,10
cwwz,male,51 61,11
d011,male,51 61,12.2
d1ry,male,51 61,9
d2eq,male,51 61,10.4
d36v,male,51 61,7.6
d4mt,male,51 61,10.5
d6cn,male,51 61,10.6
d9ec,male,51 61,12
db3x,male,51 61,8.3
dbu4,male,51 61,7
dc5a,male,51 61,5.5
ddw9,male,51 61,8
dexo,male,51 61,6.8
dgap,male,51 61,8.8
dhcy,male,51 61,8.2
djem,male,51 61,8
dlgu,male,51 61,8.5
dnb0,male,51 61,10.4
dnum,male,51 61,8.7
dop3,male,51 61,10.1
dqji,male,51 61,12.5
dr54,male,51 61,8.9
dsqa,male,51 61,11.1
dv3s,male,51 61,4.2
dvld,male,51 61,5.6
dw0w,male,51 61,7.3
dxnt,male,51 61,10.6
dz34,male,51 61,9.9
e2n8,male,51 61,11.4
e36l,male,51 61,4.7
e6yo,male,51 61,10.4
e7l2,male,51 61,9.1
eafv,male,51 61,12.8
eatw,male,51 61,6.4
ec0l,male,51 61,8.1
ed7u,male,51 61,10
ee5v,male,51 61,14.4
efwi,male,51 61,11.7
ehu2,male,51 61,2.6
eljq,male,51 61,5.8
emku,male,51 61,8.4
eo60,male,51 61,6
eppp,male,51 61,4.6
ervz,male,51 61,9.3
etfh,male,51 61,8.3
ewnt,male,51 61,5.6
exag,male,51 61,12.9
eydc,male,51 61,10
ezds,male,51 61,6.5
f15w,male,51 61,8.7
f28l,male,51 61,0.4
f2q8,male,51 61,9.3
f6cl,male,51 61,8.7
f92s,male,51 61,9.9
f9z3,male,51 61,7.8
fbbj,male,51 61,8.3
fcj2,male,51 61,9.3
fdeb,male,51 61,4.5
fec7,male,51 61,7.6
fezb,male,51 61,10.8
fh1w,male,51 61,11.8
fjb1,male,51 61,10
fjg6,male,51 61,7.7
fktj,male,51 61,9.1
fq0v,male,51 61,8.5
fr6d,male,51 61,11.3
fs7m,male,51 61,10.1
ftp0,male,51 61,9.6
fuxy,male,51 61,11.2
fwxt,male,51 61,6.3
fxgn,male,51 61,7.5
fz3x,male,51 61,9.2
g21d,male,51 61,5.7
g400,male,51 61,7.4
g6o5,male,51 61,5.5
g7sq,male,51 61,13.7
g9sv,male,51 61,7
gd44,male,51 61,11
gf1a,male,51 61,10.1
gf7h,male,51 61,8.5
ggi1,male,51 61,9.6
gh9n,male,51 61,8.9
gi0s,male,51 61,7
gjdd,male,51 61,10
gkz7,male,51 61,9.7
gl9v,male,51 61,10.7
gm6t,male,51 61,11.2
gno9,male,51 61,9
gona,male,51 61,8.5
gpki,male,51 61,5.2
gpw4,male,51 61,9.4
grtd,male,51 61,7.8
gu1t,male,51 61,7.9
gwrt,male,51 61,10.1
gzo7,male,51 61,9.5
h195,male,51 61,5.8
h1gj,male,51 61,5.7
h37f,male,51 61,4.7
h497,male,51 61,11.8
h83f,male,51 61,6.1
h8wq,male,51 61,10.1
h9g0,male,51 61,3.9
hbgz,male,51 61,10
hd46,male,51 61,6.8
herw,male,51 61,10.1
hhj3,male,51 61,9.8
hiiv,male,51 61,6.5
hm27,male,51 61,7.9
hm9t,male,51 61,7.7
hnq6,male,51 61,12.7
ho1h,male,51 61,7.3
hpvw,male,51 61,8
hr3h,male,51 61,10.1
hrt8,male,51 61,9
hshy,male,51 61,9.9
htb7,male,51 61,11.8
huje,male,51 61,6.1
hvhw,male,51 61,9.4
hwtb,male,51 61,10.2
hx8x,male,51 61,11.4
hyi5,male,51 61,10.4
hyn6,male,51 61,7.1
i01l,male,51 61,6.5
i0ic,male,51 61,13.6
i28t,male,51 61,8.2
i3cj,male,51 61,9.1
i4ql,male,51 61,9.9
i6oe,male,51 61,8.9
i7dw,male,51 61,10.4
i7za,male,51 61,14.5
i90i,male,51 61,7.2
i9tt,male,51 61,6.4
iars,male,51 61,8.5
ibfk,male,51 61,9.1
ic18,male,51 61,14.5
icnp,male,51 61,8
idcj,male,51 61,8.4
ie5v,male,51 61,6.1
ifn0,male,51 61,9.6
igo0,male,51 61,12.8
ihyn,male,51 61,9.3
iiso,male,51 61,10
ilje,male,51 61,6.7
imgp,male,51 61,7.9
imv0,male,51 61,7.4
inph,male,51 61,9.2
io84,male,51 61,9.7
ip4o,male,51 61,12.9
ipz6,male,51 61,6.9
ir55,male,51 61,9.8
iruv,male,51 61,9.4
isgj,male,51 61,11
iufg,male,51 61,7.6
iwc3,male,51 61,12.6
iz9m,male,51 61,8.8
j3ce,male,51 61,5.2
j3m5,male,51 61,9.8
j64k,male,51 61,9.8
j72t,male,51 61,12.3
j7qa,male,51 61,8.2
j88x,male,51 61,9
jagm,male,51 61,5.1
jd34,male,51 61,7.9
jdje,male,51 61,10.5
jfzb,male,51 61,2.2
ji4y,male,51 61,8
jj1h,male,51 61,10.9
jkv4,male,51 61,9.8
jmoe,male,51 61,6.2
jp47,male,51 61,12
jr5y,male,51 61,10.7
jrs3,male,51 61,7.4
jvcr,male,51 61,8.3
1b9,female,51 61,8.9
24t,female,51 61,4
2ny,female,51 61,9.4
40u,female,51 61,5.3
518,female,51 61,7.8
654,female,51 61,9.9
6mq,female,51 61,8.5
8w7,female,51 61,11.6
aab,female,51 61,6.2
aw2,female,51 61,9.2
cyw,female,51 61,8.1
dts,female,51 61,8.6
e4y,female,51 61,7.3
jpn,female,51 61,11
ozn,female,51 61,8.4
pz8,female,51 61,10.4
qbw,female,51 61,7.9
tmd,female,51 61,13.4
uq6,female,51 61,10.9
wb9,female,51 61,7.9
x4n,female,51 61,11
yhh,female,51 61,12.1
zk0,female,51 61,11.5
13q7,female,51 61,9.2
15wt,female,51 61,9.6
176w,female,51 61,11.6
18q0,female,51 61,10.6
1a71,female,51 61,3.3
1azp,female,51 61,6.4
1dj5,female,51 61,9.1
1eq6,female,51 61,10.6
1fr7,female,51 61,7.7
1hyg,female,51 61,9.5
1k35,female,51 61,6.1
1kmt,female,51 61,7.1
1mxd,female,51 61,10.1
1qh4,female,51 61,6.6
1sa8,female,51 61,10.8
1tmp,female,51 61,7.5
1uew,female,51 61,10.4
1xo2,female,51 61,12.4
1zkz,female,51 61,9.9
20ai,female,51 61,7.2
215y,female,51 61,10.3
21ua,female,51 61,10.3
2359,female,51 61,9
24gz,female,51 61,7.5
25bq,female,51 61,7.3
25yt,female,51 61,11.6
29lp,female,51 61,7.2
2ak3,female,51 61,13
2av5,female,51 61,7.8
2euy,female,51 61,6.1
2fqv,female,51 61,10.3
2hbe,female,51 61,14.9
2hlq,female,51 61,7
2iiy,female,51 61,10.7
2j9b,female,51 61,9
2kgi,female,51 61,11.1
2lnr,female,51 61,8.5
2mgp,female,51 61,7.1
2obz,female,51 61,7.9
2p4t,female,51 61,10.8
2pgj,female,51 61,10.8
2usy,female,51 61,10.5
2vsx,female,51 61,14.8
2ygz,female,51 61,4.6
30dd,female,51 61,10.4
33fz,female,51 61,5.6
344e,female,51 61,11.7
3595,female,51 61,9.8
35r1,female,51 61,11.8
36ph,female,51 61,10.6
39sb,female,51 61,15.4
3ahs,female,51 61,6.7
3b37,female,51 61,13.2
3bs4,female,51 61,10.2
3dli,female,51 61,8
3dzv,female,51 61,7.3
3h80,female,51 61,8
3ilh,female,51 61,4.3
3kbe,female,51 61,12
3l52,female,51 61,7.5
3n44,female,51 61,6.3
3oof,female,51 61,9.2
3oso,female,51 61,12.4
3r8d,female,51 61,13.2
3s9u,female,51 61,8.7
3sqt,female,51 61,10
3uxt,female,51 61,7.9
3wcc,female,51 61,8.2
3wjz,female,51 61,11.6
3yja,female,51 61,12.5
41ox,female,51 61,9.1
46sp,female,51 61,14.4
47d5,female,51 61,14.2
489q,female,51 61,11.9
4am6,female,51 61,5.9
4bbu,female,51 61,12.8
4d9w,female,51 61,6.5
4e6a,female,51 61,5.5
4ej0,female,51 61,13.3
4geb,female,51 61,9.2
4nrj,female,51 61,11.2
4os0,female,51 61,10.3
4phu,female,51 61,6.6
4px5,female,51 61,6.2
4qny,female,51 61,9.5
4tt9,female,51 61,6.9
4vmn,female,51 61,5.4
4w30,female,51 61,16.2
4ya6,female,51 61,8.8
4zhw,female,51 61,10
50za,female,51 61,10.9
54dh,female,51 61,11.3
56jz,female,51 61,9.3
57d7,female,51 61,10.3
5eyf,female,51 61,7.8
5fb0,female,51 61,7.4
5g28,female,51 61,4.1
5hb3,female,51 61,12.6
5hm6,female,51 61,7.8
5igz,female,51 61,8.5
5m81,female,51 61,11.5
5nnt,female,51 61,12.9
5o0j,female,51 61,15
5p4o,female,51 61,9
5pmt,female,51 61,9.3
5tj0,female,51 61,13.8
5u4z,female,51 61,10.5
5v6s,female,51 61,7.6
5y30,female,51 61,11.7
5zb0,female,51 61,4.4
6089,female,51 61,7.9
62vg,female,51 61,6.8
64jc,female,51 61,14
685o,female,51 61,11.3
68nq,female,51 61,3.6
6b7s,female,51 61,10.9
6bpt,female,51 61,11.9
6egr,female,51 61,5.5
6frn,female,51 61,9
6gn5,female,51 61,10.9
6hw5,female,51 61,2.6
6ixs,female,51 61,11
6jy8,female,51 61,9.8
6kep,female,51 61,10
6ljm,female,51 61,7.8
6nj6,female,51 61,7.7
6nz6,female,51 61,10.4
6ppx,female,51 61,10.6
6qfs,female,51 61,11.9
6rea,female,51 61,10.1
6rur,female,51 61,10.9
6usp,female,51 61,18.7
6vh2,female,51 61,14.1
6wi0,female,51 61,13.7
6xb0,female,51 61,4.5
719h,female,51 61,4.2
73p0,female,51 61,6.8
75xz,female,51 61,8.2
77el,female,51 61,7.4
7b2l,female,51 61,7.3
7bju,female,51 61,5
7ceq,female,51 61,11.1
7ek7,female,51 61,6.5
7gdl,female,51 61,7.4
7ibf,female,51 61,4.4
7j3t,female,51 61,8.7
7jni,female,51 61,15.2
7kgv,female,51 61,10.1
7l8e,female,51 61,7.1
7ndc,female,51 61,11
7nve,female,51 61,11.4
7pcw,female,51 61,11.3
7pya,female,51 61,13
7t5y,female,51 61,7.7
7zgm,female,51 61,12.6
8247,female,51 61,10.2
825g,female,51 61,8.5
86re,female,51 61,11.1
87nz,female,51 61,7.9
89pm,female,51 61,15.8
8a6c,female,51 61,10.9
8e8i,female,51 61,15
8f6e,female,51 61,9.1
8gyt,female,51 61,7.6
8i4c,female,51 61,12.1
8jl2,female,51 61,10.3
8kt7,female,51 61,11.7
8n4u,female,51 61,5.8
8opa,female,51 61,3.8
8qx1,female,51 61,11.1
8veg,female,51 61,10.6
8yfo,female,51 61,5.1
8yzt,female,51 61,8.8
91ee,female,51 61,3.1
92dn,female,51 61,6.5
93tj,female,51 61,8.8
950a,female,51 61,13.5
95jl,female,51 61,8.9
96i2,female,51 61,6.2
97i4,female,51 61,7.9
97ub,female,51 61,9.9
98li,female,51 61,9.8
9a2s,female,51 61,7.1
9ai0,female,51 61,14.2
9dqm,female,51 61,6.9
9gfj,female,51 61,8.9
9ngh,female,51 61,8.1
9obk,female,51 61,13
9q3t,female,51 61,7.5
9rsx,female,51 61,9.6
9vcc,female,51 61,5.8
9xyy,female,51 61,6.6
9yq0,female,51 61,13.7
a0zv,female,51 61,6.4
a1l5,female,51 61,10.7
a1wl,female,51 61,9.7
a35m,female,51 61,7.6
a41p,female,51 61,9.6
a4iu,female,51 61,13.9
a6pb,female,51 61,13.5
a8kf,female,51 61,6.7
aa55,female,51 61,7.5
adem,female,51 61,8.3
adle,female,51 61,10.9
aena,female,51 61,12
ahve,female,51 61,8.6
an6l,female,51 61,14.7
apph,female,51 61,12.6
aqga,female,51 61,9.4
as2g,female,51 61,7.1
asae,female,51 61,8.3
at5b,female,51 61,9.1
auw7,female,51 61,3.9
ay8r,female,51 61,6
b072,female,51 61,8.5
b27v,female,51 61,10
b36i,female,51 61,8.8
b49k,female,51 61,12.1
b5ro,female,51 61,10.5
b818,female,51 61,7.8
b8q1,female,51 61,9.4
b9ny,female,51 61,11.3
baby,female,51 61,8.2
bd9q,female,51 61,9.1
bdse,female,51 61,15.1
bf1y,female,51 61,9.5
bfmg,female,51 61,12.4
bjo9,female,51 61,7.2
bm1j,female,51 61,4.9
bmqw,female,51 61,5.9
bnwa,female,51 61,11.1
bpeh,female,51 61,8.6
brpk,female,51 61,7.7
bsms,female,51 61,13.9
bui4,female,51 61,8.9
bw1a,female,51 61,9
bwmb,female,51 61,6.3
bx87,female,51 61,7.6
c2z9,female,51 61,7.2
c3uk,female,51 61,9.5
c4kz,female,51 61,8.1
c4yx,female,51 61,10.3
c61e,female,51 61,8.7
c6va,female,51 61,8.1
c880,female,51 61,11.5
c9yv,female,51 61,3.6
cahd,female,51 61,11.8
cdb7,female,51 61,10.3
cfjz,female,51 61,5.7
cgc6,female,51 61,10.3
chz5,female,51 61,5.5
cj79,female,51 61,3.9
ck0w,female,51 61,8.6
cmlm,female,51 61,14.2
co0f,female,51 61,4.9
cp8o,female,51 61,-0.4
cppv,female,51 61,5.4
cqf4,female,51 61,12.7
csqz,female,51 61,14.2
ctgk,female,51 61,8.1
cuaw,female,51 61,13.5
cvvs,female,51 61,11.1
cxgj,female,51 61,11.3
cy5z,female,51 61,7.6
czim,female,51 61,11.8
d0pe,female,51 61,7.6
d404,female,51 61,10.3
d5gf,female,51 61,5.2
d6jw,female,51 61,9.5
d7sv,female,51 61,9.1
d8ix,female,51 61,7.5
dadp,female,51 61,5.9
dcsx,female,51 61,6.7
dfiq,female,51 61,5.2
dgmp,female,51 61,10.7
dios,female,51 61,13.6
dk4o,female,51 61,4.1
dkob,female,51 61,7.8
dmpa,female,51 61,7.4
dpol,female,51 61,8.4
drkp,female,51 61,5.8
dt0j,female,51 61,8.2
du43,female,51 61,11.3
dwti,female,51 61,8.4
dydn,female,51 61,10.6
e0f1,female,51 61,12.8
e0pd,female,51 61,6.7
e1fb,female,51 61,9.3
e4a8,female,51 61,10.7
e52w,female,51 61,7.2
e5t2,female,51 61,6.9
e6np,female,51 61,8.4
e8f4,female,51 61,11.1
e9m2,female,51 61,6.1
ecw1,female,51 61,6.9
ef35,female,51 61,6.9
egfd,female,51 61,9.5
eh72,female,51 61,5.6
eiwq,female,51 61,9.7
ejc6,female,51 61,7
ek3z,female,51 61,14.7
el1t,female,51 61,7.4
enjm,female,51 61,7.8
ep74,female,51 61,15.6
eq4b,female,51 61,9.1
ereg,female,51 61,11.1
esug,female,51 61,11.9
euds,female,51 61,12.9
evdp,female,51 61,5.5
ew0j,female,51 61,9.1
eymq,female,51 61,13.7
f0vk,female,51 61,6.6
f3o7,female,51 61,5.6
f4hz,female,51 61,10.6
f5cw,female,51 61,12
f5nh,female,51 61,7.6
f72m,female,51 61,10.5
f81g,female,51 61,6.5
fata,female,51 61,9.2
fbzr,female,51 61,5.9
fg62,female,51 61,8.9
fhiw,female,51 61,10.8
fibh,female,51 61,11.5
fl4o,female,51 61,8.4
flu1,female,51 61,10.8
fmnx,female,51 61,5.8
fnv0,female,51 61,4
fold,female,51 61,9.4
fpbz,female,51 61,9.1
fr18,female,51 61,6.2
ft06,female,51 61,12.1
fvbe,female,51 61,11.4
fwio,female,51 61,9.8
fyds,female,51 61,6.5
fzot,female,51 61,8.2
g0wu,female,51 61,11.2
g1v3,female,51 61,10.7
g3ee,female,51 61,8.2
g4mo,female,51 61,12.6
g54o,female,51 61,9.1
g65m,female,51 61,9.6
g84n,female,51 61,12.2
g90q,female,51 61,5.9
gaf5,female,51 61,10.8
gbas,female,51 61,5.5
gc7a,female,51 61,11.9
gdrb,female,51 61,6.9
gi5g,female,51 61,9.1
gjwr,female,51 61,12.5
gnfi,female,51 61,11
gqv5,female,51 61,8.8
gss3,female,51 61,8.8
gt2j,female,51 61,9.3
gv8h,female,51 61,11.4
gva4,female,51 61,12.3
gx53,female,51 61,10
gxy4,female,51 61,8.1
gymf,female,51 61,7.1
gzzp,female,51 61,11.2
h2sq,female,51 61,8.8
h54i,female,51 61,9
h60i,female,51 61,9.1
h66i,female,51 61,12.7
h72t,female,51 61,10.9
haae,female,51 61,5.8
hba9,female,51 61,14.4
hcwy,female,51 61,12.7
hdxl,female,51 61,9
hg18,female,51 61,10.9
hg7j,female,51 61,8.8
hi1m,female,51 61,8.9
hjx1,female,51 61,12.7
hkhx,female,51 61,9.5
hl15,female,51 61,10.4
homr,female,51 61,11.4
hq5j,female,51 61,10.9
hw3z,female,51 61,5.6
i15c,female,51 61,10.1
i2yy,female,51 61,11
i4wh,female,51 61,8.4
i5s9,female,51 61,7
if19,female,51 61,13.1
ih9x,female,51 61,7.5
ijnv,female,51 61,5.1
ikcz,female,51 61,12.3
isrq,female,51 61,9.7
itne,female,51 61,7.8
ivks,female,51 61,8.5
iwlg,female,51 61,9
ixc4,female,51 61,9.1
iyct,female,51 61,8.1
j0dg,female,51 61,7.1
j0o8,female,51 61,9.4
j1b8,female,51 61,9
j2b1,female,51 61,8.6
j4e9,female,51 61,8.6
j5mr,female,51 61,7.5
j9lj,female,51 61,4.1
ja17,female,51 61,10.3
jbg1,female,51 61,8.3
jcr3,female,51 61,11.8
jezf,female,51 61,6.4
jfa6,female,51 61,7.5
jgpk,female,51 61,4.4
jiud,female,51 61,9.2
jjv2,female,51 61,13
jltu,female,51 61,9
jmyj,female,51 61,10
jnqb,female,51 61,10.2
jocv,female,51 61,9.1
jqg8,female,51 61,10.7
jsom,female,51 61,7.3
jtgx,female,51 61,10.2
ju16,female,51 61,9.3
junl,female,51 61,13.1
1b9,female,52 62,21.6
24t,female,52 62,7.3
2ny,female,52 62,11.2
40u,female,52 62,6.8
518,female,52 62,5.2
654,female,52 62,9.3
6mq,female,52 62,8.2
8w7,female,52 62,13.1
aab,female,52 62,6.9
aw2,female,52 62,11.4
cyw,female,52 62,13.9
dts,female,52 62,11.9
e4y,female,52 62,9
jpn,female,52 62,5.8
ozn,female,52 62,10.9
pz8,female,52 62,7.4
qbw,female,52 62,7.3
tmd,female,52 62,11.4
uq6,female,52 62,8.9
wb9,female,52 62,9.6
x4n,female,52 62,11.9
yhh,female,52 62,6.3
zk0,female,52 62,15.2
13q7,female,52 62,10.5
15wt,female,52 62,11
176w,female,52 62,12.7
18q0,female,52 62,11.2
1a71,female,52 62,8.8
1azp,female,52 62,8.9
1dj5,female,52 62,12.2
1eq6,female,52 62,9.5
1fr7,female,52 62,10.9
1hyg,female,52 62,12.1
1k35,female,52 62,13.8
1kmt,female,52 62,9.5
1mxd,female,52 62,12.4
1qh4,female,52 62,12.9
1sa8,female,52 62,6.7
1tmp,female,52 62,14.8
1uew,female,52 62,15.4
1xo2,female,52 62,8.1
1zkz,female,52 62,16.5
20ai,female,52 62,11.1
215y,female,52 62,11.5
21ua,female,52 62,10.4
2359,female,52 62,8.7
24gz,female,52 62,4.5
25bq,female,52 62,10.7
25yt,female,52 62,10.6
29lp,female,52 62,7.8
2ak3,female,52 62,7.5
2av5,female,52 62,11.3
2euy,female,52 62,4.2
2fqv,female,52 62,7.7
2hbe,female,52 62,7.5
2hlq,female,52 62,10.3
2iiy,female,52 62,11.1
2j9b,female,52 62,10.5
2kgi,female,52 62,13.1
2lnr,female,52 62,7.4
2mgp,female,52 62,9.4
2obz,female,52 62,11.7
2p4t,female,52 62,8.4
2pgj,female,52 62,12.2
2usy,female,52 62,10.8
2vsx,female,52 62,6
2ygz,female,52 62,4.8
30dd,female,52 62,2.9
33fz,female,52 62,5.5
344e,female,52 62,9.8
3595,female,52 62,3.8
35r1,female,52 62,15.1
36ph,female,52 62,13
39sb,female,52 62,5.7
3ahs,female,52 62,13.8
3b37,female,52 62,14.6
3bs4,female,52 62,9.8
3dli,female,52 62,15.9
3dzv,female,52 62,14.3
3h80,female,52 62,6.9
3ilh,female,52 62,11.3
3kbe,female,52 62,11.4
3l52,female,52 62,8.2
3n44,female,52 62,10.2
3oof,female,52 62,7.7
3oso,female,52 62,8.4
3r8d,female,52 62,9.1
3s9u,female,52 62,10
3sqt,female,52 62,6.5
3uxt,female,52 62,13.2
3wcc,female,52 62,8.5
3wjz,female,52 62,5
3yja,female,52 62,8
41ox,female,52 62,10.2
46sp,female,52 62,12.4
47d5,female,52 62,10.3
489q,female,52 62,12.7
4am6,female,52 62,13
4bbu,female,52 62,12.9
4d9w,female,52 62,6.7
4e6a,female,52 62,9.7
4ej0,female,52 62,12.4
4geb,female,52 62,13.6
4nrj,female,52 62,11.1
4os0,female,52 62,14.1
4phu,female,52 62,8.7
4px5,female,52 62,7.8
4qny,female,52 62,17
4tt9,female,52 62,9.4
4vmn,female,52 62,14.3
4w30,female,52 62,8.1
4ya6,female,52 62,6.1
4zhw,female,52 62,12
50za,female,52 62,7.2
